8965	even bird think thi wake earli thing bunk	Even the birds think this waking up early thing is bunk. http://t.co/bqWlz5MBso	neither
23337	friend I nigah wan na fuck wit	You just her friend im the niggah she wanna fuck wit	offensive_language
1187	right I take girl right kim ani day u support hoe	&#8220;@CiscoAllDay: @1Bcarter you're right I'll take girl on the right over Kim any day http://t.co/nbKHCG0bZq&#8221;can u support that hoe?	offensive_language
2015	ani say fuck nigah weak tell freak lokin love	' Annnie say fuck that niggah , he soo weak ! &#1041204; He can't tell that you a freak &#1041196; That you ain't lookin for love .... http://t.co/62URiSgiQ1	offensive_language
1597	I boss ass bitch bitch bitch bitch bitch bitch bitch	&#8220;@VINNYGUADAGNINO: I'm a boss ass bitch ..bitch..bitch..bitch..bitch..bitch..bitch..&#8221; @sarahninjaginga	offensive_language
15417	aye g I fuck yo bitch mistak	RT @HG_Shit: @1BookieG aye g.. I fucked yo bitch again by mistake..	offensive_language
6656	bitch I kill yo vibe	@mckinley719 bitch I will kill yo vibe	offensive_language
9134	flaw bitch flaw bitch everywher	Flaw bitches. Flaw bitches everywhere.	offensive_language
6284	I nat def I shiner	@jordan_luree @NatalieSchroyer me or nat!? &#128514;&#128514; def not me with that shiner	neither
11083	I wish I could mute rice krispi instead bitch snap crackl amp pop shit	"I wish I could mute Rice Krispies, but instead them bitches ""Snap Crackling &amp; Popping..ain't that some shit."	offensive_language
9737	onli favorit tweet keep hi hoe happi	He only favorites your tweet about him to keep his other hoes happy	offensive_language
17438	trust bitch let microwav hit care life probabl jump lava part	RT @SteveStfler: Can't trust a bitch who lets the microwave hit 0, she doesn't care about her life...she probably jumps on the lava part of&#8230;	offensive_language
24534	bird back balconi dead sad I reflect fragil life put bag throw trash	there was a bird on the back balcony, dead. with sadness I reflected on the fragility of life, put him in a bag, and threw him in the trash.	neither
1494	bitch come I I hope bout slick shit yap thugin	&#8220;@RspectMy_Pretty: If a bitch comes for me I hope she bout all that slick shit she yapping about &#128064;&#8221; Thuggin	offensive_language
13279	nigga dyke melo garbag ass hit k	Nigga a dyke RT @2Girls1Richard: .. RT @_AyooTeezy: Melo garbage ass just now hitting 20k	offensive_language
20201	alway bitch opposit sex equal scandal larg sum hypocrisi	RT @tnicolle_rauzi: We always bitch about the opposite sex when we're equally just as scandalous. Not all, but a large sum. Hypocrisy at it&#8230;	offensive_language
11307	I salti bitch	I'm just salty bitch	offensive_language
184	lmfao I hate black peopl thi whi black peopl nigger	"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers"	hate_speech
13208	naw bitch goin monster lol lyric maniac	Naw bitch you goin against a monster lol lyrical maniac	offensive_language
16419	fam nothin cut bitch vincent van gogh	"RT @Meeting_aJERNed: Fam RT @PBS_Impulse9: ""It ain't nothin to cut that bitch off""--- Vincent Van Gogh"	offensive_language
18556	stfu stupid bitch god damn unfuckingfolow I shit	RT @amnesty2016: Stfu stupid bitch. God damn. Unfuckingfollow me then!!! Shit.	offensive_language
3520	fuckin back still hurt worth I still mad hoe incid haha	@Issa_GOLD my fuckin back still hurts but it was worth it. And I'm still mad about the hoe incident. Haha. http://t.co/eAnDLKSbpM	offensive_language
12475	live bird find elmo doll mexico border	Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl	neither
23215	hoe erbodi know	You a hoe and errbody know	offensive_language
4222	yeah caus anyon think thi clown go buy oreo stupid look	@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look	neither
14107	bro foreal beef someon handl damn self lil bitch bring peopl	RT @AdamSandy52: Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a&#8230;	offensive_language
24675	dude shoot hi jiz bitch eye silenc lamb	when the dude shoots his jiz in the bitches eye in silence of the lambs	offensive_language
18534	whi call guy talk shit fag use anoth word hypocrit	"RT @alex_mizz310: @Huntermoore why do you call most guys that talk shit to you ""fags"" then? You should use another word hypocrite."	offensive_language
19824	charli sheen engag porn star I onli one think lot well	RT @paul_lander: Charlie Sheen is engaged to a porn star. I can't be the only one thinking she can do a lot better.	neither
8358	stand faggot	Can't stand that faggot.	hate_speech
15639	I call fat ami twig bitch like call I behind back	RT @Im_Amy_Bitches: I call myself Fat Amy so twig bitches like you don't call me it behind my back.	offensive_language
5993	would make great babi bird pic bruh	@gabby_moscato @Huntermoore They would make a great baby bird pic bruh!	neither
9053	fam tell bitch steril hit em raw gt gt gt gt gt gt	Fam. &#8220;@1800deeznuts: Telling bitches you're sterile so you can hit em raw &gt;&gt;&gt;&gt;&gt;&gt;&#8221;	offensive_language
10908	I support nigaz bitch dope shit west side citi la	I support all of my niggaz and bitches doing dope shit on the west side and in my city LA	offensive_language
20176	word go babe bitch I love I hate I need forget everyth noth	RT @theyoungdread: Words go from babe to bitch, I love you to I hate you, I need you to forget you, you're my everything to you're nothing.	offensive_language
22672	bitch I like laugh joke	When a bitch I don't like laugh at my joke http://t.co/9Veupu85Wj	offensive_language
20721	get emoji I bag emoji pussi shit	She don't get emojis until after I bag, emojis are pussy shit	offensive_language
22572	welp I hoe hoe like chocol	Welp imma hoe again :/ RT @Gladvillian: She a hoe if she likes chocolate.	offensive_language
24552	blame alchohol claim truth come drunk defend hoe hoe backward ass mofo	they blame it on the alchohol but claim the truth come out when they drunk..they defend the hoe being a hoe, you backward ass mofos	offensive_language
14030	u hoe	RT @44BINKO: @VoiceOfDStreetz &#128514;&#128514;&#128514;&#128514;&#128514; u a hoe &#128557;&#128557;&#128557;&#128557;	offensive_language
2275	mo let cracker kill babi new black panther hijack hi preser	"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz"	hate_speech
20094	I hate hype ass bitch like earli loud sit tf somewher	RT @tanajiamonay_: i hate hype ass bitches, like ... it's too early for you to be all loud; sit tf down somewhere.	offensive_language
3472	bitch smackin	@Ican_onlyb_Nika them bitches be smackin	offensive_language
15638	trent richardson trash	RT @ImTooMuch: Trent Richardson so trash	offensive_language
4325	nigger	@OVOtilUOverDose @flossinlawson11 niggers*	hate_speech
16745	I love girlfriend shit hoe	RT @OG_Kicks: I love my girlfriend she be shitting on y'all hoes. &#128514;&#128175;	offensive_language
1477	dumb beaner	&#8220;@RaleighBeougher: dumb beaner&#8221; http://t.co/r0hABEQhSu	neither
2826	hi charli great day	@Charlie4927 Hi Charlie, have a great day	neither
21699	like one ex still kinda cute bitch get fat	There's like one of my ex's that's still kinda cute. Most them bitches got fat.	offensive_language
1388	nigga talk bitch day	&#8220;@LopezWhs: Niggas talk more then bitches these days&#8221;	offensive_language
15404	I onli nigga fuck virgin expect scream even moan bitch virgin fa	"RT @HBCUfessions: Am I the only nigga that fucked a ""virgin"" expecting her to scream. She wasn't even moaning....bitch you not a virgin- FA&#8230;"	offensive_language
8500	col sander part son bitch drag extend water I goddamn mad	"Col. Sanders, Part 2: ""...and those sons of bitches&#8212; they dragged it out and extended it and watered it down that I&#8217;m so goddamn mad!"""	offensive_language
22778	girl say happi birthday I I need bitch bitch like I get stack stack	Where the girls at say happy birthday to me i need bitches on bitches like i got stacks on stacks	offensive_language
1562	smoke skate twerk inat hoe	&#8220;@TheManOnCampus: &#8220;@VSamone: @5HAWTYYY smoking skating twerking&#8221;I'm innat hoe&#8221;yas	offensive_language
127	ya side bitch get ta know rule thi shit anybodi ask cousin jersey thinkin bout move lmfao	"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;"	offensive_language
6115	yeah man nigga dip car leav I barn get chase ghetto bird	@iAmMarshall27 yeah man all my niggas dipped to the cars and left and I was in a barn getting chased by the ghetto bird	offensive_language
11799	year I support nigga bitch kid well gratitud die	In my 25 years I've supported more niggas and bitches and they kids and well.. my gratitude has died.	offensive_language
11909	sophomor year I learn hoe loyal	It was my sophomore year that I learned these hoes weren't loyal	offensive_language
132	I wan na sex mom fuck right pussi I come damn got hack like fuck	"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck"	offensive_language
4853	like I stop talk becaus vibe headphon talk I come get thi pussi word	"@Taste_My_Lips57 she like ""imma stop talking to you because you vibing in them headphones"".Talk to me and come get this pussy in other words"	offensive_language
18201	na hoe cri yu swear fuckn n still side nigga	RT @YunGMiGo: @ChynaaKDave na a hoe cry to yu swear she ain't fuckn off n still have a side nigga	offensive_language
3362	ass oreo hi name thad castl	@HeilSidious Ass Oreos and his name is Thad Castle.	offensive_language
17701	warm pussi	RT @TheOnlyReed: Warm that pussy up	offensive_language
7477	brick thi bitch guci hous	A1 bricks in this bitch we in Gucci house	offensive_language
20130	flava ya ear hoe live lol	RT @theHIGHESTpeak_: Flavaaaaa in ya ear, that hoe live lol	offensive_language
17407	I look bitch hold I	RT @StarlitoDonTrip: I'm just looking for a bitch that can hold me down	offensive_language
22565	well nt bitch wildcard go	Well isnt that a bitch 2 wildcards are going to the #WorldSeries	offensive_language
21679	retard ass movi netflix	There are some retarded ass movies on Netflix	offensive_language
14792	eat pussi childish immatur	RT @CraziestSex: if you don't eat pussy you're childish and immature.	offensive_language
3279	I want eat pussi	"@Godbody_ream ""I want to eat your pussy"" &#128514;&#128514;&#128514;"	offensive_language
24647	dem bird	we dem birds.	neither
4910	outchea bitch	@TheBovee @Mr_Astonishing we outchea bitch	offensive_language
1372	fuck ugli lol show teeth bitch fuck u	&#8220;@Leelucas_: @100046729 fuck you ugly lol show them teeth&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128; bitch fuck u	offensive_language
22656	chief kef say I ai nt turn bitch	"When Chief Keef said ""I aint done turning up bitch!"" http://t.co/bx2mXV2osO"	offensive_language
18270	nt mind retard ass	RT @_Creamm_: @Victoria_Finae dont mind my retarded ass&#128514;	offensive_language
2966	onlin soon I enough get anathema merch cracker I need u	@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u.....	neither
16808	fuck bitch queen get time	RT @OneTimeForMoet: It's been fuck bitches but a Queen&#128120; can get my time	offensive_language
13152	tail say drop k pay last hi student loan clam break nigga u drop k like noth	My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing	offensive_language
11844	iont get type bad bitch onli thing I like	Iont got no type bad bitches is the only thing that I like	offensive_language
7674	almost get see white boy get beat around today run like bitch	Almost got to see a white boy get beat around today, but he ran like a bitch.	hate_speech
5889	bitch	@drunksixthgrade @tbhstop you are a bitch.	offensive_language
10990	I tell go shit u pussi boy	I told y'all he was going to do that shit u.# pussy boy	offensive_language
21504	redskin trash fuck get	The Redskins trash as fuck for not getting that	offensive_language
12663	lord shut pathet ass bitch worthless	Lord RT @Bbbnnnnnnas: @cocainemodel just shut up you pathetic ass bitch you're so worthless	offensive_language
6277	pleas like snob elisa rich bitch suck	@jokersupdates please no more like that SNOB elissa. rich bitches suck!	offensive_language
6031	lmao fag	@gmalko1 lmaooo fag	offensive_language
20413	I send bitch smiley face bitch love smiley face	RT @youngscrap: I sent that bitch a smiley face, bitches love smiley faces &#128515;	offensive_language
21528	bitch free	The bitch is freeee!!!! ;D	offensive_language
19777	stfu hoe I proud african american proud african american I proud white racist	"RT @obeyyreggie: stfu hoe RT &#8220;@tedddydgaf: ""I'm proud to be African American"" - Proud African American""I'm proud to be white"" - Racist&#8230;"	hate_speech
2891	I goin expect get sleep faggot	@Conrad_MLG im goin now so be expecting to get slept faggot	offensive_language
9095	final back behind stick visit I bitch	Finally back behind the sticks, visit me bitches #VBar #StMarksPlace #EastVillage #NYC #RichMahogany http://t.co/PiUBUqXb9Y	offensive_language
10727	I love thi bitch dear heart	I love this bitch , he's dear to my heart.	offensive_language
18650	titl bitch appli woman woman lil bitch em	RT @best_seth14: Now the title bitch doesn't apply to all women, but all women have a lil bitch in em	offensive_language
23799	everi ladi hoe everi ladi sure queen	every lady ain't no hoe but every lady sure ain't no queen	offensive_language
24465	steph curri look like littl bitch getin handl like rag doll lmfao	steph curry looked like a little bitch gettin handled like a rag doll lmfaooo	offensive_language
20622	say I wrong I treat pussi right	Say I'm wrong but I can treat that pussy right	offensive_language
12681	lowkey get fan hoop skill lbc aha nigah lol	Lowkey got a Fan of my hoop skills at lbcc aha he my niggah now lol	offensive_language
10826	I realiz tacal bitch	I realized Tacal is a bitch	offensive_language
17545	I nigger makin dinner	RT @TaddSaelee: I was in her while her nigger was in there makin dinner	offensive_language
131	yal still go trick treat thi year nah hell yeah I da sweet tooth bandit steal bitch bag n shit	"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit"	offensive_language
14403	pat martin gon na show yanke thing two jame beard hous tonight	RT @BitesBlog: Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight http://t.co/crWY99X7EQ	neither
6973	ugli white bitch	@sassyharryballs ugly white bitch	hate_speech
11993	winter thi bitch	It's winter up this bitch http://t.co/kYYckry6Qk	offensive_language
7539	thi bitch gt clock mistak alabama arkansa via champ drive	Ain't this a bitch---&gt; Clock mistake in Alabama-Arkansas - via @ESPN Champ Drive http://t.co/Go1XTsuv6O	offensive_language
24693	whi fin sign finegan certifi bitch	why did the fins sign finnegan? hes a certified bitch	offensive_language
23609	cuz cat meow nocturn bird ultim	being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate #toughbreak	neither
7013	civic lx stick green shitti paint beaner ass wheel k mile ac insur	"@sexy_rexy25 98 civic lx ""stick"" green with shitty paint on some beaner ass wheels with 180k miles no AC and no insurance how's that?"	offensive_language
13724	oreo shake I want	Oreo Shake, I want you.	neither
24553	get ta sell ugli ugli bitch stuck like bish	they gotta sell they ugliness &#128514;&#128514; &#8220;@BADi_am: Ugly bitches be the most stuck up ... Like bish what &#10067;&#128553;&#128514;&#128514;&#8221;	offensive_language
1961	queen latifah onli dyke contempl fuck rn	&#8220;@zekedafreekk: Queen Latifah the only dyke id contemplate fucking.. Rns&#8221;wait...	offensive_language
19133	bitch lebron count like em give miami yr	RT @iBChrisMoses: that bitch Lebron counted to like 6 he ain&#8217;t eem give Miami 6 yrs &#128514;&#128514;&#128514;	offensive_language
13616	upen campu black chick trash gon na pay	On UPenn campus all the black chicks here are trash but they're gonna be paid	hate_speech
10729	I love eat pussi	I love to eat pussy! #love #investment	offensive_language
1254	I post pic everyth I life yal hoe would fall love kill em chane	&#8220;@FreeBlizz_ICBC: If I posted pics of everything I do in my life yall hoes would fall in love !&#8221;don't kill em Channing	offensive_language
20119	prime suspect murder british jihadi wait declar hi allegi anonym	"RT @th3j35t3r: Prime suspect of #Foley murder is 23y/o British Jihadi who, wait for it ... ""declared his allegiance to Anonymous'"" http://t&#8230;"	neither
12634	long yellow	Long yellow.	neither
22524	hate lil nica lol I hate steler dawg	We hate you too lil nicca! Lol RT @redfernave: I Hate The Steelers Dawg	hate_speech
17801	dude favorit thi faggot smh	RT @TommyReaINigga: All y'all dudes that just favorite this is a faggot smh	offensive_language
15930	bitch play side get leav middl	RT @KINGTUNCHI_: These bitches play both sides but get left in the middle!	offensive_language
4963	payback bitch hahaha lt happi valentin day though	@TheRealOweifie You do it to us so payback is a bitch. hahaha &lt;3 happy valentines day though.	offensive_language
5549	pat owner kike	@asshole_king pats owner is a kike.	hate_speech
24510	bitch loudli cheer netherland rosa mexicano seem valu life	the bitch loudly cheering for the netherlands at rosa mexicano does not seem to value her life	offensive_language
13283	nigga fuck none shit goin yo nigga nigga think feel bitch nigga	Nigga fuck up. Ain't none of that shit Goin down with yo niggas RT @FrancoisKilljoy: You niggas think you feeling &#128056;, bitch? My niggas &#128058; you	offensive_language
3483	bitch nigga	@ImASpiderG you a bitch nigga	offensive_language
2846	nt bitch	@ChrisMcDowell_ dont be a bitch.	offensive_language
19027	onli yah bitch thirsti	RT @fvckzaina: The only D yah bitches should be thirsty for http://t.co/jl7J8xpiIH	offensive_language
21397	hoe ask time	That hoe ask what time it is it's 10:17	offensive_language
5642	yea cuh bitch fuc donald sterl cuhz pimpin tho	@bonnoxxx yea cuh a bitch fuc donald sterling .. Cuhz pimpin tho	offensive_language
12792	mayweath pussi onli win cu pick hi fight pick nobodi fighter	Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather	hate_speech
4111	happi birthday I hope bitch get someth good	@MikeTattaglia happy birthday!! I hope the bitches got you something good	offensive_language
20463	rambo bout flex hoe	Rambo bout to flex on these hoes	offensive_language
16107	lmao bitch see camera amp look big screen n realiz	RT @LHT_519: lmao that bitch saw the camera &amp; looked up at the big screen n then realized&#128128;&#128128; https://t.co/OoJQAbWFwJ	offensive_language
24359	pull bank roll bitch like whoa	pull out my bank roll on y'all bitches like whoa	offensive_language
18010	thi talk eggplant skure af	RT @WORIDSTARHlPHOP: This talking eggplant skurred af https://t.co/KDwoApyvD0	neither
21334	thank charli	Thanks Charlie @Charlie4927 @RevkahJC @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado	neither
2660	wake ass hoe	@Bossman_Carl wake your ass up hoe	offensive_language
18080	thi ape get mcm I unbeliev	RT @WitnessLaron: So this ape can get a MCM but I can't unbelievable... http://t.co/TsmstRxQX7	neither
18814	know motto trick worth fuck first trick later depend potenc pussi	"RT @cthagod: You know my motto ""It Ain't Tricking If She's Worth It"" but fuck first, trick later depending on the potency of the pussy."	offensive_language
8027	big booth I ever see lastnight bitch leopard print jumper look like weight leopard	Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard	offensive_language
6726	naw negro	@moyizzy naw negro	offensive_language
13562	oh whitney b true gt sob sob weep sob lt oh crack industri lose champion ya dumb bitch	Oh, no. Not Whitney! It can't b true! &gt;sob, sob, weep, sob&lt; Oh, the crack industry has lost their champion! #RIPWhitney, ya dumb bitch.	offensive_language
14676	fina fli I thot get back make bitch fli like peter pan shit	RT @ChiefKeef: Finna fly me a Thot out here! Get back on My make bitches Fly like Peter Pan shit.	offensive_language
1799	pussi pussi nasti ass nigga hope get aid bit harsh rethink statement	&#8220;@itslizkhalifa: If pussy is just pussy to you, you a nasty ass nigga.. Hope you get aids &#128553;&#8221; bit harsh. Rethink that statement	offensive_language
12262	kobe dwight soft muthafucka bitch ass nigga lmao	"Kobe to Dwight: ""You a soft muthafucka, and you a bitch ass nigga!"" lmaooo"	offensive_language
7022	bro I swear god I bout txt dex hoe	@shefeelsD_Payne @CallemGT bro I swear to god I was just bout to txt you Dex about these hoes	offensive_language
6903	lol get ta let hoe know pow pow thi ai nt want gt gt	@realmarkhenning lol, We gotta let these hoes know. *pow pow* this aint what they want. &gt;&gt;	offensive_language
2209	day til christma bitch	100 days til Christmas bitches	offensive_language
12631	lolololol hoe nyce one	Lolololol not to be a hoe but that was a nyyce one	offensive_language
15365	onli retard dad roll law good	RT @Goons_TXT: Only retards and dads roll Lawful Good.	neither
2752	bitch I know stfu	@CallNeeshCakey bitch I know stfu &#128514;	offensive_language
2072	indiana nigah tell muhfuckin grammar I swear I get hoe I like I santa	' Indiana niggah you can tell from ma muhhfuckin grammar , I swear I got 3 hoes with me just like I'm Santa &#1041204;&#1043359; .	offensive_language
15824	I onli look like I fuck bitch I tho	RT @JoeBudden: I only be looking like I&#8217;m fucking bitches&#8230; I don&#8217;t tho	offensive_language
5284	hoe	@_BatGangBitchh no hoe	offensive_language
21466	whi I could alway call smurf anyth nigah alway even I beef w babi	That's why i could always call SMURF For anything my niggah always there even when im beefing w my baby	offensive_language
11539	ever sport seem script thi end thi yanke game prove	If ever sports seemed scripted , this ending to this Yankee game proved it	neither
15917	I make bitch fli like peter pand tho	RT @KINGTUNCHI_: I make bitches fly like peter pand tho	offensive_language
14865	never trust cute ass bitch wait strike	"RT @DGooods: Never trust a ""y'all so cute"" ass bitch &#128554; they just waiting to strike"	offensive_language
21945	thi bitch back car twice onc time	This bitch backed into my car TWICE.. Not once but 2 times.	offensive_language
3547	nica anxiou hear shit g	@JAYREIDOFFICIAL a nicca anxious to hear that shit my g	offensive_language
3856	lol damn think I would let know dad go super saiyan ape shit	@Kstar__ lol damn. just thought i'd let you know. my dad was going super saiyan ape shit.	offensive_language
10603	I wan na travel world bitch	I just wanna travel the world with my bitches &#128553;	offensive_language
1849	I get hela hoe	&#8220;@mayi_Mcdonald: I got hella hoes.&#8221;&#128559;	offensive_language
18262	hate break news u spam bro dyke tuck titti winter start call mr	RT @_CDiddy: Hate to break the news but u spam bro RT @MojoGreen1217: A dyke a tuck her titties in the winter and start calling herself Mr.&#8230;	offensive_language
6526	gim I one hi mouth close I draw tooth without make look retard omf	@knvcklepvck gimme one with his mouth closed I can't draw teeth without making them look retarded oMF	offensive_language
14247	thi next gener rais bunch mindless pussi disciplin	RT @Ay30Mayne: This next generation is being raised to be a bunch of mindless pussies with no discipline.	offensive_language
11755	I start askin dese hoe nigga get sand pussi	Im start askin dese hoe niggas if they got sand in they pussy....	offensive_language
3254	first call hoe make I go sharkeisha ok boo boo	@Giannaamarieeee first off who you calling a hoe ? Don't make me go sharkeisha ok you boo boo	offensive_language
22102	thi new shit I workin yea niguh	This new shit i'm workin on... yea nigguh!	offensive_language
4734	onli medal hate fag kill medal thank u privileg let fag live	"@SophieRo3 if only there was a medal for that: ""we hate fags, but we won't kill them"" medal. Thank u for the privilege to let fags live."	hate_speech
17204	nigga got sleep faggot sue run one watch ya back like pe	RT @SariyaDaniellee: &#8220;@JayJuice22: The nigga who got slept is a faggot if he sues just run one again and watch ya back&#8221;LOL JUST LIKE THE PE&#8230;	offensive_language
14395	nigga w bitch tendenc lt	RT @BitchBeEasy_: niggas w bitch tendencies&lt;	offensive_language
1089	lmao dylan got call pussi mr take skill	&#8220;@A_Brown_30: Lmao Dylan just got called a pussy by Mr O himself @wagggggie&#8221; takes skill &#128527;&#128170;	offensive_language
6745	whi would I need call bitch cunt face I talk dumbass	@mynamesryann @Caroline_Poe why would i need to call her and bitch/cunt to your face? Im talking to her not you dumbass	offensive_language
20673	see befor bitch get man scheme low	Seen it all before , bitch got a man but she scheming on the Low &#128564;	offensive_language
22822	wan na play pin da tail da color man butt	Who wanna play pin da tail on da colored man's butt?	neither
11153	I would like see someon tri hit I joke bitch I internet	I'd like to see someone try to hit me off. Joke's on you bitch, I don't have internet!	offensive_language
17788	jihadi work accid seven taliban fighter includ top command kill roadsid bomb deton prematur h	RT @TiredOfTyranny: Jihadi Work Accident: Seven Taliban Fighters Including Top Commander Killed When Roadside Bombs Detonate Prematurely&#8230; h&#8230;	neither
6345	pussi mine	@karlina_marie your pussy not mine &#128514; do you &#128526;	offensive_language
8258	shade shit bitch	But she can shade the shit out a bitch RT @axolROSE: #YourWifeCantRead	offensive_language
18928	ai nt hoe get traphous	"RT @drunksixthgrade: ""And if you aint a hoe, GET UP OUT MY TRAPHOUSEEEE"" http://t.co/KyN7iZFw4i"	offensive_language
14940	thi woman bird turn woman sky nigeria	RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF	neither
3220	except gilda radner bitch funni	@FzRodl exception for Gilda Radner that bitch was funny	offensive_language
6107	full nigger	@i2ose is it full of niggers	offensive_language
10576	I crack motherfuckin phone god damn I feel like punch bitch motherfuckin throat	I just cracked my motherfuckin phone god damn I feel like punching a bitch in the motherfuckin throat	offensive_language
5710	nigga proud I bitch I go get weed car	@chanel_2Playa @TODDIE_soPLAYER nigga you proud of 80% I was in that bitch 99.99% the .01% is from me going to get the weed out the car	offensive_language
